File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Magister\Dropbox\RCC\CSC-5\ae2274193\Projects\Project1\main.cpp,400,267,172,34,62,23,71,749,8,47
